ID,Reviews,Sentiment
4797,নাটকখন সচাকৈয়ে ধুনীয়া,positive
4798,নাটকখন খুবেই ভাল,positive
4799,মই এইটো ভাল পাইছিলো,positive
4800,শ্ৰেষ্ঠ যুটিটো হল নিশো তিশা কলা যশ্যৰ প্ৰশ্নই নুঠে আপুনি নাটকখন চাব লাগিব,positive
4801,শকত বেডি সচাকৈয়ে এটা,negative
4802,ছাৰ ডেলে দেই: এইটো এটা আনন্দৰ কথা,positive
4803,আপুনি এনে এখন নাটক নিৰ্মাণ কৰে নেকি যে মানুহে ইতিমধ্যে জানে যে শেষত কি হবলৈ গৈ আছে? কিবা সৃষ্টিশীল কৰক. ফিনিছি বেলেগ ধৰণে কৰিব পাৰিলেহেতেন ভাই,negative
4804,ভাল লাগিল,positive
4805,নাটকখন বৰ ভাল,positive
4806,শেষৰ কথাবোৰ আশ্চৰ্যকৰ আছিল,positive
4807,এইখন এখন মহান নাটক,positive
4808,মই পশ্চিম বগৰ পৰা অহা দৰ্শনাৰ্থী আফ্ৰাণ নিশোৰ ডাঙৰ অনুৰাগী নিয়মিতভাৱে মই বালাদেশৰ এই নাটকবোৰ চাই থাকো বহুত মৰম আৰু এবাৰ বালাদেশ ভ্ৰমণ কৰিবলৈ মন যায়,positive
4809,ফাৰহানৰ মুখৰ ভাব আচৰিতসম্পূৰ্ণ আজে বাজে কথা,negative
4810,"এইটো সচাকৈয়ে এক সুন্দৰ নাটক, বছ আপোনাক ভাল পাও তানজিন তিশা",positive
4811,"এই ঈদ, যদি চেনেলবোৰৰ সকলো নাটক নিশো হলহেতেন, তেন্তে কিমান মজা হলহেতেন বন্ধুসকল, নিশো মানে বেলেগ বেলেগ মেজাজ, বেলেগ বেলেগ সাদ, মই প্ৰতিবাৰেই অসমীয়ানাটকৰ লগত আছিলো আৰু এতিয়াও আছো",positive
4812,মুঠতে বৰ ভাল হৈছে,positive
4813,"এইটো সচাকৈয়ে আশ্চৰ্যজনক, আপোনাৰ বছ আফ্ৰানিশ্বৰ সৈতে কোনো তুলনা নাই",positive
4814,"মিজান ভাইক ইমান ধুনীয়া কাহিনী এটা উপহাৰ দিয়াৰ বাবে আপোনাক বহুত ধন্যবাদ, মোক কিবা এটা ভাল দিয়াৰ বাবে এনটিভিক ধন্যবাদ",positive
4815,ভোদাৰ নাটক সকলো হিজৰা,negative
4816,"নিশো ভাইৰ অভিনয় আচৰিত, আচৰিত, নাটকখন মোৰ বৰ ভাল লাগে তিশাৰ অভিনয়ও বৰ ভাল",positive
4817,"হেই, নাথাকিবা, মই নাটকখন ভাল পাইছিলো",positive
4818,মোৰ জীৱনত বহুতো ধুনীয়া বস্তু আছে Tnx.,positive
4819,বৰ ধুনীয়া নাটক এক কথাত কবলৈ গলে আচৰিত,positive
4820,সকলো ছোৱালীয়ে ভায়েকৰ মৰম বুজি নাপায়,positive
4821,"নাটকখন হৈছে ইয়াৰ শেষ শব্দ, যদি কোনোবাই আমাক 4 বছৰ আগতে এই সমৰ্থন দিলেহেতেন, আজি মোৰ প্ৰিয়জন মোৰ কাষত থাকিলহেতেন, লগতে বৰ্ণনা কৰে যে প্ৰেম থকাটোৱেই যথেষ্ট নহয়, কিন্তু কাৰোবাক পাবলৈ বুদ্ধিমত্তা ব্যৱহাৰ কৰাটোও যথেষ্ট নহয়",positive
4822,"যেতিয়া দুজন প্ৰেমৰ ব্যক্তি একেলগে থাকে, ই সৰ্বশ্ৰেষ্ঠ হয় ২০১৯ চনৰ শ্ৰেষ্ঠ নাটক",positive
4823,এইখন এখন মহান নাটক,positive
4824,প্ৰাৰ্থনাৰ বিষয়ে কথা পাতি ভাল লাগে,positive
4825,এইখন এখন নাটক নে চয়তান শিশুৰ নাটক?,negative
4826,মই মোছাৰফ কৰিমৰ দৰে অভিনেতাৰ পৰা এনে এখন নাটক আশা কৰা নাছিলো,negative
4827,"32 মিনিটৰ বাবে, মই ইয়াক পুনৰ দেখা নাপালো, আপুনি কি বুজাইছে? এজনী ছোৱালীয়ে মোক প্ৰত্যাখ্যান কৰিব, এনেদৰে আচৰণ কৰিব, আৰু তাৰ পিছত যেতিয়া মোৰ হাতত অধিক টকা আছে, তাই ঘূৰি আহিব বিচাৰিব আৰু মই ইয়াক গ্ৰহণ কৰিম?",negative
4828,ফালটুটু,negative
4829,সুন্দৰ নাটক,positive
4830,মোছাৰফ কৰিমে এই ভাড়াতীয়াসকলক বাধা দিয়া উচিত!,negative
4831,মূৰত কোনো মূৰ নাই অপছন্দ,negative
4832,আমাৰ টাগাইলৰ গৌৰৱ,positive
4833,"বহুদিনৰ পিছত, মই এটা ভাল শ্ব দেখিলো প্ৰতিবাৰেই মই নাটকখন চাওতে, মই অনুভৱ কৰো যে মই মোৰ সময় নষ্ট কৰি আছো বা মই ইয়াৰ আধা চাই আছো কিন্তু এইবাৰ আপুনি নিৰাশ নকৰিলে ধন্যবাদ",positive
4834,এইখন এখন নাটক আছিল নেকি?,negative
4835,"মহান নাটক,",positive
4836,বঢ়িয়া,positive
4837,সুন্দৰ,positive
4838,"ধন্যবাদ, পৰিচালক, এইখন এখন সুন্দৰ নাটক",positive
4839,এইটো এটা অবিশ্বাস্যভাৱে ধুনীয়া গান:,positive
4840,আচোডা নাটক,negative
4841,"আফ্ৰন নিশো ভাই, মই চোৱা শ্ৰেষ্ঠ নাটক, লাভ ইউ ভাই, আমি আপোনাক হৃদয়ৰ পৰা ভাল পাও, ভাই, মোৰ দৃষ্টিত এজন প্ৰকৃত নায়ক",positive
4842,মই নিবিচাৰো,negative
4843,বৰ ভাল লাগিছে ভাই প্ৰাৰ্থনাৰ বাৰ্তাৰ সৈতে মই এইটো বহুত ভাল পাইছিলো,positive
4844,বেছিকৈ নেমু চেপিলে কি হয়?,negative
4845,সকলো বেয়া নাটক,negative
4846,ধন্যবাদ ভাইটি এটা সুন্দৰ নাটকৰ বাবে,positive
4847,মই নাটকখন চাই বহুত সুখী হৈছো আৰু বালাদেশত এনে ধৰণৰ আৰু অধিক নাটক হোৱা দেখি মই বহুত সুখী হৈছো,positive
4848,"নিশুভাই, আমি তােমাকে বহুত ভালােবাসি",positive
4849,সম্পূৰ্ণ আজে বাজে কথা চিত্ৰনাট্য বা অভিনয়ৰ কোনো গভীৰতা নাই তৃতীয় শ্ৰেণীৰ সামগ্ৰী মুশ্বাৰফৰ অনুৰাগী হিচাপে মই কম যে তেও নাটক বাছনি কৰাত সাৱধান হব লাগে,negative
4850,ভাল লাগিছে,positive
4851,মই কেইমিনিটমান মূৰ্খ নাটক নষ্ট কৰিলো,negative
4852,"মই এনে ধৰণৰ নাটকৰ বাবে বাট চাই আছো! কাহিনীটো পৰম্পৰাগত হলেও নিশো ভাইৰ অভিনয় আছিল উৎকৃষ্ট! মোৰ মৰমৰ নিশো, মেহজাবিন আৰু আৰিয়ান ভাইলৈ শুভকামনা",positive
4853,"১৮ নাটকত দুদুৰ তেল লাগে যেন লাগে, সোনা মিলা মাজত নাই",negative
4854,ই ইমান ধুনীয়া,positive
4855,বহুতো ধুনীয়া নাটক,positive
4856,ফাউল প্লে.ভিতৰত একো নাই,negative
4857,"Frm wst bengl. শেষবাৰৰ বাবে মই মোৰ চকুপানী নিয়ন্ত্ৰণ কৰিব নোৱাৰিম. যদি আপুনি বিচাৰে আপুনি সকলো পাহৰিব পাৰেনে, আপুনি এবাৰ ভালপোৱা জনক কেতিয়াবা পাহৰিব পাৰিবনে? এইটো এটা বাস্তৱ আৰু মই এনে বাস্তৱতা আগতে কোনো নাটকত দেখা নাছিলো, মোৰ মনত আছে বালাদেশৰ সকলো অভিনেতাৰ প্ৰতি থকা মৰম আৰু সন্মান মোৰ এফ বি আৰ টি নিশো, অপূৰ্ব, মেহজাবিন, তিশা, আৰু মিথিলা সকলো অতুলনীয়",positive
4858,মই এইটো বহুত ভাল পাইছিলো,positive
4859,"এক কথাত, এয়া আশ্চৰ্যজনক",positive
4860,"এইটো খুবেই ভাল আছিল, এইটো মই দেখা আটাইতকৈ ভাল শ্ব আছিল",positive
4861,প্ৰাৰ্থনাৰ প্ৰতি সন্মান প্ৰদৰ্শন কৰি ভাল লাগিছিল,positive
4862,"এইখন এখন নাটক, মই নাজানো ই কি কৰে বা কি নকৰে",negative
4863,কি শিশুৰ কাহিনীৰ থোপা আৰু কমেন্ট বক্সত ভক্তসকলৰ জালৰ পৰা সাৰি যোৱাটো সম্ভৱ নহয়,negative
4864,অতি সুন্দৰ এখন নাটক চকুলো ধুব নালাগে,positive
4865,নাটকখনৰ শেষটো মোৰ ভাল লাগিল.,positive
4866,"সত্তি, মই আজি বহুত ধুনীয়া নাটক চাইছো",positive
4867,নিশো আৰু টানজিন টিছা হৈছে আটাইতকৈ ৰোমান্টিক দম্পতীবগ পৰ্দাতো তেওলোকক চাব বিচাৰে,positive
4868,মোৰ জীৱনৰ শ্ৰেষ্ঠ নাটক,negative
4869,বহুতো মহান নাটক 50 60,positive
4870,এইখন সচাকৈয়ে কাৰ বাবে এখন প্ৰেম নাটক আৰু যিজনে কাৰোবাক সচাকৈয়ে ভাল পায় তেও কেতিয়াও পাহৰিব নোৱাৰিব আৰু এৰিয়ে ভাল পোৱা নামটো.,positive
4871,"দেউতাই মাল আনিছে, পুত্ৰ নাভিত উন্মাদ হৈ পৰিছেহেই বালা নাটক, চিনেমাৰ দৰে ধ্বস হৈ যাব, বেছি দেৰি নহব",negative
4872,"মই নাটকখন চাইছিলো কিন্তু কিবা শিকিছিলো, সেয়েহে মই অনুভৱ কৰিছিলো যে ভুল ঠাইত ভুল আৱেগ অৰ্থহীন আছিল",negative
4873,এই,negative
4874,আপোনাৰ বাবে মোৰ হৃদয়ৰ গভীৰতাৰ পৰা মৰম ভাই আপোনাক ভাল পাও নিছো ভাই মেহজাবিন আপুও,positive
4875,বেয়া নাটক,negative
4876,এই ছোৱালীবোৰ বৰ বেয়া,negative
4877,অতুলনীয় ভাই. ই বহুত ভাল অনুভৱ কৰে,positive
4878,আফ্ৰান নিশোক এজন সৰু কলেজীয়া লৰা যেন লাগিছে,positive
4879,অসাধাৰণ,positive
4880,বিজ্ঞাপন নাটকৰ মাজতে বিৰক্তিকৰ মানুহ এজন কেইদিনমানৰ পিছত অধৈৰ্য হৈ পৰিব আৰু তাৰ পিছত নাটক চোৱা বন্ধ কৰিব,negative
4881,খালেদ ভাই সচাকৈয়ে মৰমলগা,positive
4882,"বছৰটোৰ শ্ৰেষ্ঠ নাটক. এনে প্ৰেম জীয়াই থাকক, সকলোৰে চকুলৈ চকুপানী বৈ আহিছে",positive
4883,অস্বস্তিকৰ নাটক নিশু বৰ অভদ্ৰ হৈ পৰিছে,negative
4884,"শামীম ভাই, আপুনি এজন ভাল ভাই",positive
4885,মই মুঠেও হাহিব পৰা নাছিলো মই বুজি নাপাও কিয় মোছাৰফ কৰিমে আজিকালি ইমান বেয়া নাটকত কাম কৰি আছে ইমানবোৰ বেয়া চিত্ৰনাট্যৰ ওপৰত কাম নকৰাই ভাল,negative
4886,মহান নাটক,positive
4887,"এইটো এটা ভাল অনুভৱ আছিল, মই অৰফান ভাইৰ অনুৰাগীসকলক চাব বিচাৰো",positive
4888,"এইখন এখন সুন্দৰ নাটক, কবলৈ একো নাই! মাত্ৰ ৱাহ",positive
4889,কুকুৰ অপৰাধী,negative
4890,এইখন এখন সুন্দৰ নাটক,positive
4891,আজেবাজে নাটক!,negative
4892,চমুকৈ কবলৈ গলে নাটকখন বৰ ধুনীয়া সুন্দৰ,positive
4893,খুব ভাল,positive
4894,"গাধই সকলো নাটক বনায়, এনে নাটকত অভিনেতাও উপলব্ধ? কি এজাক পাগল আৰু গাধ",negative
4895,তপা নাটক,negative
4896,চেফুডাৰ দৰে শব্দ বোমা নিক্ষেপ কৰিলেও শান্তি নাথাকিব এই যুগত ইমান বেয়া ধাৰণা মুশ্বাৰফ কৰিমে ইয়াৰ মূল্য হ্ৰাস কৰি আছে,negative
4897,মিজানুৰ ৰহমান আৰিয়ানৰ দ্বাৰা পৰিচালিত এই নাটকখন চুপাৰহিট,positive
4898,"মিজানুৰ ৰহমান দাদা : মই কি কম যে ইয়াত কোনো ভাষা নাই , আচলতে কোনো ভাষা নাই এইটো এটা অতি ধুনীয়া উপহাৰ আছিল যিটো আপুনি আপোনাৰ চকুলৈ চকুপানী নঅনা অবিহনে এৰিব নোৱাৰে আৰু বহুত কিবাকিবি",positive
4899,মই প্ৰাৰ্থনা কৰিব নিবিচাৰো. সেই সাহসী ভাতৃ,positive
4900,মই এইটো বহুত ভাল পাইছিলো,positive
4901,আপোনাক প্ৰাৰ্থনা কৰিবলৈ উপদেশ দিয়াৰ বাবে নাটকখনৰ পৰিচালকলৈ অশেষ ধন্যবাদ৷ প্ৰতিজন প্ৰিয়জন যতেই নাথাকক ভালে থাকক!,positive
4902,প্ৰেম আনৰ বুকুত থাকক,positive
4903,"আশ্চৰ্যকৰ নাটক অবিহনে মালিকৰ ৰোমাণ্টিক হিট মই ভাল নাপাও, ৰজাই আশ্চৰ্যকৰ ৰোমাণ্টিক হীৰাটোক যিমান প্ৰয়োজন সিমান দিব পাৰে",negative
4904,"মই এতিয়ালৈকে নাটকখন চোৱা নাই, কিন্তু মন্তব্যবোৰ পঢ়াৰ পিছত, মই অনুভৱ কৰিলো যে এইখন এখন অতি ভাল নাটক আছিল, প্ৰাৰ্থনাৰ বাবে এক আমন্ত্ৰণ",positive
4905,মই প্ৰাৰ্থনাটো বৰ ভাল পাও আৰু বন্ধুত্ব ? অসাধাৰণ,positive
4906,এয়া নাটকৰ মঞ্চৰ পিছত নেকি?,negative
4907,পুৰণি কাহিনী নতুন একো নাই মই আৰু এই সস্তীয়া কাহিনীবোৰ চাব নিবিচাৰো,positive
4908,"পুৰণি ঢাকাৰ মানুহে বিৰিয়ানী তিৰিয়ানী খাই মূৰৰ বিষ হৈছিল, সেইবাবেই মই এই কাম কৰি আছো",negative
4909,অৰ্থহীন,negative
4910,"সচাকৈয়ে আশ্চৰ্যকৰ, সচা প্ৰেম এনেকুৱা হব পাৰে, পৃথিৱীৰ সকলো প্ৰেম সম্পূৰ্ণ",positive
4911,"বৰ সুন্দৰ নাটক নিশু ভাই মোৰ শ্ৰেষ্ঠ মানুহ এজন অতি ভাল মানুহ, মই অলপ প্ৰাৰ্থনা কৰিব বিচাৰো আৰু দৰা বিচাৰিব বিচাৰো",positive
4912,এইটো আশ্চৰ্যজনক আছিল,positive
4913,"মই এড কৰিব নিবিচাৰো,",negative
4914,ছোৱালীবোৰ তেনেকুৱা হলে দুখ লাগে,negative
4915,এইটো এটা বেয়া খেল এয়া সকলো পাগল ছাগলী,negative
4916,"মই গোটেই ধুনীয়া নাটকখন চাইছিলো, মিজানুৰ ৰহমান আৰিয়ান ভাইৰ নাটকবোৰ উৎকৃষ্ট",positive
4917,"নাটকখন বৰ ধুনীয়া, আৰফান ভাই আৰু তিশা অপু এটা ভাল যুটি",positive
4918,অপূৰ্বৰ দৰে শ্ৰেষ্ঠ আৰফান নিশো কোন মন্তব্য কৰক,positive
4919,কি এক অদ্ভুত খেল এই নাটকখনৰ কোনো প্ৰান্ত নাই,negative
4920,"মৃত্যুৰ সমান কঠিন একোৱেই নাই আমাৰ খুব কম সখ্যকেহে এই সত্যটো মনত ৰাখে মৃত্যুৰ নামত কিবা এটা আছে বুলি পাহৰি যোৱাৰ এইটো এটা ভাল সময় জন্মৰ পিছত মৃত্যু হৈছে আটাইতকৈ কঠিন, সচাকৈয়ে যদি এজন ব্যক্তিয়ে মৃত্যুক স্মৰণ কৰে, তেও কেতিয়াও কোনো ভুল কৰিব নোৱাৰে, তেও কেতিয়াও কাকো ঠগিব নোৱাৰে কিন্তু দুখৰ কথা, আজি আমাৰ ওচৰত মৃত্যু শব্দটো নাই যদি আপুনি কাৰোবাৰ মুখত মৃত্যুৰ শব্দ শুনে, আপুনি অলপ ভয় খায় আৰু আপোনাক ইয়াক বন্ধ কৰিবলৈ কয় স্বাভাৱিকভাৱে, আমি সকলোৱে মৃত্যুৰ কঠিন সত্যক আকোৱালি লোৱা উচিত মনত কোনে এইটো কৰি আছে? সদায় মৃত্যুক প্ৰেম বুলি ভাবিব আমি কেতিয়াও বেয়া কাম নকৰো নহলে আমাৰ জীৱনত কেতিয়াও কোনো অন্যায় নহব যদি আমি এই মৃত্যুক মানি লও, তেন্তে সমাজ আৰু দেশত সমাজ আৰু দেশত সকলো ধৰণৰ অন্যায়অত্যাচাৰ কমি আহিব সমাজত শান্তি প্ৰতিষ্ঠা হব আমি সকলোৱে এই মৃত্যুৰ পৰা আতৰি থাকিব বিচাৰো, কিন্তু আমি পাহৰি যাও যে কোনেও ইয়াৰ পৰা কেতিয়াও সাৰি নাযাব আমি মৃত্যুলৈ অপেক্ষা কৰিব লাগিব কিয়নো এইটো এটা কঠিন সত্য যে আমি এদিন মৰিব লাগিব ইয়াৰ পৰা ধনী বা দুখীয়া কোনোৱেই ৰক্ষা নহব সেয়েহে, আমি সকলোৱে সদায় মৃত্যুক স্মৰণ কৰি মৃত্যুৰ বাবে সাজু হোৱা উচিত আল্লাই সকলোকে মৃত্যুক স্মৰণ কৰি বুজিবলৈ আৰু সঠিকভাৱে খোজ কাঢ়িবলৈ ক্ষমতা প্ৰদান কৰক আমেন ৰাইটাৰ জবায়েৰ শ্বাহৰিয়াৰ ভূইয়া",negative
4921,আৰিয়ান সাম্প্ৰতিক নাট্য উদ্যোগৰ শ্ৰেষ্ঠ পৰিচালক,positive
4922,"আফ্ৰান ভাই, আপোনাৰ নাটকখন আশ্চৰ্যজনক লাগিছে, মনৰ দৰে অভিনয় কৰিছে",positive
4923,মেহজাবিয়েন অপূৰ্বৰ সৈতে বৰ ধুনীয়া,positive
4924,"সকলো ঠিকেই আছে, শেষৰটো ভাল, আপোনাক খেলখন দিবলৈ পাই ভাল লাগিছে, আৰু আপোনাক বহুত ধন্যবাদ,ধন্যবাদ",positive
4925,বোকা নাটক,negative
4926,"প্ৰথমতে, মই আপোনালোকক ধন্যবাদ জনাব বিচাৰিছো, নাটক দলৰ সকলো সদস্য, সৃষ্টিশীল, প্ৰতিভাশালী গুণি মিজানুৰ ৰহমান আৰিয়ান, টেলিফিল্মখন সচাকৈয়ে মেৰিল প্ৰথম আলো বটা বিজয়ী, ২০১৯ চনৰ নাটকৰ গীত, অভিনয়ৰ দিশৰ পৰা অন্যতম শ্ৰেষ্ঠ নাটক, আৰু শেষত, মোৰ প্ৰিয় অভিনেতা আফ্ৰান নিশু, মেহজাবিন চৌধুৰীক মোক এখন সুন্দৰ নাটক উপহাৰ দিয়াৰ বাবে ভগৱানে আপোনাক আশীৰ্বাদ কৰক!",positive
4927,লৰাৰ নাটক লৰাটোৰ কাহিনী সেইবাবেই মই ইয়াক দেখা নাপাও মই ভুল কৰিছো মই দুখিত,negative
4928,মোৰ ভাল লাগিল,positive
4929,"আজিৰ সুখৰ দিনটোতো তোমাক কান্দিলো ভাই, কলকাতাৰ পৰা বহুত অশান্তি পঠালো",positive
4930,সচাকৈয়ে কবলৈ গলে আৰফান ভাইৰ নাটকখন আটাইতকৈ শিক্ষামূলক প্ৰাৰ্থনা অবিহনে আমাৰ জীৱন কেতিয়াও সম্পূৰ্ণ হব নোৱাৰে,positive
4931,"মিজানুৰ ৰহমান আৰিয়ান ভাই তুমি আগেইন শ্ৰেষ্ঠ, তোমাক ভাল পাও বছ",positive
4932,মুশ্বাৰফ কৰিমে আগৰ দৰে হৃদয়েৰে অভিনয় নকৰেআৰু এই নাটকখন বৰ বেয়া নাটকভাড়াৰ বাহিৰে একো নাই,negative
4933,নাটকখন উৎকৃষ্ট,positive
4934,মই এনেধৰণৰ অনুষ্ঠান প্ৰথমবাৰৰ বাবে দেখিছো যত প্ৰাৰ্থনা পাঠৰ বিষয়টো উৎকৃষ্টভাৱে উপস্থাপন কৰা হৈছে পৰিচালক কাজল আৰেফিন আমিলৈ অশেষ ধন্যবাদ,positive
4935,"প্ৰথম প্ৰেম জীৱনৰ কৰবাত লুকাই থাকে কিশোৰ অৱস্থাত কলেজৰ পৰা পলাই যোৱা বা বিশ্ববিদ্যালয়ৰ কেফেটেৰিয়াত প্ৰথমবাৰৰ বাবে লগ হোৱা প্ৰথম প্ৰেমৰ বাবে শুভকামনা, সৃষ্টিকৰ্তাই যি ভালদৰে বুজি পায় সেয়া কৰিছে কিন্তু যদি আপুনি সচাকৈয়ে ভাগ্যৱান নহয়, কৰিবলৈ একো নাই ধন্যবাদ আৰিয়ান ছাৰ, এইটো এটা ভাল কাম আছিল",positive
4936,এইটো বহুত ভাল হৈছে,positive
4937,মই নাটকখন খুব ভালদৰে চাইছিলো এতিয়া মন্তব্য কৰাৰ সময়,positive
4938,এইখন এখন সুন্দৰ নাটক প্ৰতিটো মুহূৰ্ত আনন্দময় আছিল,positive
4939,বৰ্তমানৰ যিকোনো নাট্য অভিনেতাক পৰাস্ত কৰা নিশো ভায়াৰৰ টাকানো টাই বেষ্ট লাভ উ নিশো ব্ৰ,positive
4940,সবনম ফাৰিয়া বৰ মোটা হৈ পৰিছে,negative
4941,বেয়াকৈ আশা কৰা ধৰণে নহয়,negative
4942,"সম্পূৰ্ণ বিৰক্তিকৰ, বিৰক্তিকৰ নাটক",negative
4943,"মই ধৰি লৈছিলো যে ছাগলীটোৱে মন্তব্য কৰি আছে, নাটকখন বেয়া আছিল, কিন্তু ইয়াত তেওলোকৰ ককাদেউতাকে দিয়া এহেজাৰ লাইকৰ বিষয়ে কথা আছে",negative
4944,এক আচৰিত নাটক অৱশ্যে মোৰ ভাল লাগে,positive
4945,এইখন এখন সুন্দৰ নাটক,positive
4946,বৰ ধেমেলীয়া,negative
4947,"বৰ্তমান ছামিম সৰকাৰ, ফাৰহান, কবিলা, তেওলোকৰ অভিনয়ে মানুহক সুখী কৰি তুলিছে, তেওলোকৰ ছাত, তেওলোকে সমাজখনক অনৈতিক কামৰ বহু উপায় শিকাইছে,",negative
4948,"যদি পৰিচালকজন শ্ৰেষ্ঠ অভিনেতা আৰু শ্ৰেষ্ঠ অভিনেত্ৰী হয়, তেনেহলে একোৱেই শ্ৰেষ্ঠ নহব ইমান সুন্দৰ কাহিনী আছিল এইটো আৰিয়ান ভাই ইউ অলৱেজ বিউটি",positive
4949,এপাব মানে ভাল গল্প আৰু ভাল হাস্যৰস,positive
4950,এইটো খুবেই সুন্দৰ আছিল পি. বেগল,positive
4951,সাজপোছাকবোৰ পশ্চিমীয়া সস্কৃতিৰ বঙালী সস্কৃতিৰ সৈতে অসগতিপূৰ্ণ,negative
4952,"এনে ধৰণৰ নাটকত,মই ইমান ধুনীয়া বাৰ্তা পোৱা নাছিলো, এইটো সচাকৈয়ে আশ্চৰ্যকৰ আছিল, প্ৰাৰ্থনাৰ শব্দ,ঈশ্বৰে আপোনাক আশীৰ্বাদ কৰক",positive
4953,শ্বামিম ভাইয়া বৰ ভাল,positive
4954,"মিজানুৰ ৰহমান আৰিয়ান, এনে এটা কাহিনী শ্বেয়াৰ কৰাৰ বাবে আপোনাক বহুত ধন্যবাদ!",positive
4955,"তিশা আপু মই তোমাক ভাল পাও, তুমি বৰ ধুনীয়াকৈ কথা কয়",positive
4956,"উন্মাদ নাটক, বিৰক্তিকৰ নাটক",negative
4957,নাটক নাটক বিষয়বস্তুৰ অভাৱ ইয়াক মেৰামতি কৰক,negative
4958,"এইখন এখন সুন্দৰ নাটক মোৰ প্ৰিয় অভিনেতালৈ ধন্যবাদ ধন্যবাদ মেহজাবিন অপু, ধন্যবাদ মিথিলা অপু মিজানুৰ ৰহমান আৰিয়ান ভাইলৈ বিশেষ ধন্যবাদ ইমান ধুনীয়া নাটক এখন উপস্থাপন কৰাৰ বাবে",positive
4959,"ৰোমাণ্টিক ড্ৰামাৰ বাবে তাহছান, শ্ৰেষ্ঠ হাহিৰ বাবে অপাব, মোছাৰফ, চঞ্চল, তৌচিফ, মিছু চাব্বিৰ, এলেন শ্বুভো, ছলমান মুক্তাদি, আফনান নিশো, মুঠতে, বঙালী নাটক, শ্ৰেষ্ঠ",positive
4960,ভাল নাপালে ধেমেলীয়া ভিডিঅ বুলি কব পাৰি নাটক নহয়,negative
4961,আৱেগ হৈছে সৰ্বশ্ৰেষ্ঠ,positive
4962,অপূৰ্ব ভাইয়াৰ আটাইকেইখন নাটক বিস্ময়কৰ!,positive
4963,"আজে বাজে কথা, নাটক নেকি?",negative
4964,"এইটো এজন আশ্চৰ্যকৰ বছ তেওৰ ওচৰত কোনো নাই ৰোমান্টিকে কৈছে যে আৱেগিক ৰোমান্টিক সকলো ধৰণৰ নাটকৰ বাবে উপযুক্ত তাহচানৰ নাটক কোনে চায়? কিন্তু ছবিখনত, ই এক অভিনয়তকৈ অধিক অভিনয় অপূৰ্ব আৰু আৰফান নিশোই আচল মুৰব্বী মিজানুৰ ভাইক ধন্যবাদ আপোনাক এখন সুন্দৰ নাটক দিবলৈ.",positive
4965,নাটকখন মোৰ বহুত ভাল লাগিছিল,positive
4966,"মানুহে ভুল কেৱল এবাৰহে কৰে, আৰু মই এবাৰ ভুল কৰো! কিন্তু",negative
4967,"বঙালী নাটকত প্ৰাৰ্থনা কৰাৰ আকাক্ষা খুব কমেইহে আছে এক কথাত কবলৈ গলে, এই নাটকখন মুঠতে দুৰ্দান্ত যেন লাগে",positive
4968,সুন্দৰ নাটক মই মোৰ অতীত জীৱনলৈ উভতি গৈছিলো,positive
4969,প্ৰাৰ্থনা: বিউটিফুল থি. ই এক জীৱনশৈলী! মই ভাল পাও ভাই,positive
4970,মই এইটো ভাল পাইছিলো,positive
4971,"ঠাণ্ডা নকৰিবা, বালাদেশৰ বাহিৰে সকলো দেশতে পিতৃপুত্ৰই একেলগে খাদ্য খাই ঠাণ্ডা কৰে",negative
4972,"জেৰিনৰ স্বামীক এবাৰ দেখুৱাব লাগিছিল যি কি নহওক, মুঠতে, ই যথেষ্ট ভাল মিজানুৰ ৰহমান আৰিয়ান ভাতৃক অশেষ ধন্যবাদ; ইমান ধুনীয়া টেলিফিল্ম এখন উপহাৰ দিয়াৰ বাবে!",positive
4973,"ভোদাই মৰ্ক নাটক,তাহচানৰ ফলতু নাটক",negative
4974,সচাকৈয়ে অতুলনীয়,positive
4975,"ইমান দিন ধৰি শেষৰ পৃষ্ঠাত চাই থকা শ্ৰেষ্ঠ নাটক, আজি মই কেৱল অসমৰ এইখন দেখিছো",positive
4976,নাটকখন মোৰ বহুত ভাল লাগিছিল,positive
4977,মহান নাটক,positive
4978,আমাৰ দেশৰ নাটকৰ অৱস্থা কি যে সময়ৰ অপচয়,negative
4979,"মিয়াই কি নাটক বনাইছে, শেষলৈকে কান্দি কান্দি গুচি গল, এটা কথা আচৰিত, মোক আৰু এনেকুৱা নাটক লাগে",positive
4980,শ্বমীম ভাইৰ নাটক ভাল হব,positive
4981,আফ্ৰান নিশোৰ মই অভিনয় ভাল পাইছিলো,positive
4982,কোনোবা মাদাৰফুকে বনোৱা এখন আজেবাজে নাটক শালা,negative
4983,"কবলৈ একো নথকাটো বহুত ভাল, ই সকলো বিষয়তে ভাল",positive
4984,"বহুদিনৰ পিছত, মই এখন বঙালী নাটক চাইছিলো মই এইটো ভাল পাইছিলো",positive
4985,মই তাচনুভা কৰিব বিচাৰো ঢৌ থিয় হৈ আছে,negative
4986,"ইমান ধুনীয়া নাটক উপহাৰ দিয়াৰ বাবে পৰিচালক মিজানুৰ ৰহমান আৰিয়ান ভাইক ধন্যবাদ, প্ৰিয় অভিনেতা",positive
4987,"মন্তব্যবোৰ পঢ়ি, মই নাটকখন ভালদৰে দেখা নাছিলো",negative
4988,ইমান ভাল নাটক বনোৱাৰ পিছত মানুহক কান্দোৱাৰ কি প্ৰয়োজন?,positive
